"","answers.0.subid","answers.0.itemid","answers.0.audioid","answers.0.trialnum","answers.0.age","answers.0.target","answers.0.leftpic","answers.0.rightpic","answers.0.person","answers.0.side","answers.0.chosenpic","answers.0.correct","answers.0.date","answers.0.timestamp","answers.0.reactiontime","answers.0.occurrence","answers.1.subid","answers.1.itemid","answers.1.audioid","answers.1.trialnum","answers.1.age","answers.1.target","answers.1.leftpic","answers.1.rightpic","answers.1.person","answers.1.side","answers.1.chosenpic","answers.1.correct","answers.1.date","answers.1.timestamp","answers.1.reactiontime","answers.1.occurrence","answers.2.subid","answers.2.itemid","answers.2.audioid","answers.2.trialnum","answers.2.age","answers.2.target","answers.2.leftpic","answers.2.rightpic","answers.2.person","answers.2.side","answers.2.chosenpic","answers.2.correct","answers.2.date","answers.2.timestamp","answers.2.reactiontime","answers.2.occurrence","answers.3.subid","answers.3.itemid","answers.3.audioid","answers.3.trialnum","answers.3.age","answers.3.target","answers.3.leftpic","answers.3.rightpic","answers.3.person","answers.3.side","answers.3.chosenpic","answers.3.correct","answers.3.date","answers.3.timestamp","answers.3.reactiontime","answers.3.occurrence","answers.4.subid","answers.4.itemid","answers.4.audioid","answers.4.trialnum","answers.4.age","answers.4.target","answers.4.leftpic","answers.4.rightpic","answers.4.person","answers.4.side","answers.4.chosenpic","answers.4.correct","answers.4.date","answers.4.timestamp","answers.4.reactiontime","answers.4.occurrence","answers.5.subid","answers.5.itemid","answers.5.audioid","answers.5.trialnum","answers.5.age","answers.5.target","answers.5.leftpic","answers.5.rightpic","answers.5.person","answers.5.side","answers.5.chosenpic","answers.5.correct","answers.5.date","answers.5.timestamp","answers.5.reactiontime","answers.5.occurrence","answers.6.subid","answers.6.itemid","answers.6.audioid","answers.6.trialnum","answers.6.age","answers.6.target","answers.6.leftpic","answers.6.rightpic","answers.6.person","answers.6.side","answers.6.chosenpic","answers.6.correct","answers.6.date","answers.6.timestamp","answers.6.reactiontime","answers.6.occurrence","answers.7.subid","answers.7.itemid","answers.7.audioid","answers.7.trialnum","answers.7.age","answers.7.target","answers.7.leftpic","answers.7.rightpic","answers.7.person","answers.7.side","answers.7.chosenpic","answers.7.correct","answers.7.date","answers.7.timestamp","answers.7.reactiontime","answers.7.occurrence","answers.8.subid","answers.8.itemid","answers.8.audioid","answers.8.trialnum","answers.8.age","answers.8.target","answers.8.leftpic","answers.8.rightpic","answers.8.person","answers.8.side","answers.8.chosenpic","answers.8.correct","answers.8.date","answers.8.timestamp","answers.8.reactiontime","answers.8.occurrence","answers.9.subid","answers.9.itemid","answers.9.audioid","answers.9.trialnum","answers.9.age","answers.9.target","answers.9.leftpic","answers.9.rightpic","answers.9.person","answers.9.side","answers.9.chosenpic","answers.9.correct","answers.9.date","answers.9.timestamp","answers.9.reactiontime","answers.9.occurrence","answers.10.subid","answers.10.itemid","answers.10.audioid","answers.10.trialnum","answers.10.age","answers.10.target","answers.10.leftpic","answers.10.rightpic","answers.10.person","answers.10.side","answers.10.chosenpic","answers.10.correct","answers.10.date","answers.10.timestamp","answers.10.reactiontime","answers.10.occurrence"
"11","6037-5184a0b6-9b30-4652-8580-27680537f942",11,"36_38",0,"mturk","A1","A1","K1","parent","L","A1",TRUE,"7/8/2020","15:20:36",5471,2,"6037-5184a0b6-9b30-4652-8580-27680537f942",11,"18_40",1,"mturk","B1","K1","B1","parent","R","B1",TRUE,"7/8/2020","15:20:36",1690,2,"6037-5184a0b6-9b30-4652-8580-27680537f942",11,"37_02",2,"mturk","C1","C1","H1","child","L","C1",TRUE,"7/8/2020","15:20:36",4780,1,"6037-5184a0b6-9b30-4652-8580-27680537f942",11,"12_39",3,"mturk","D1","H1","D1","child","R","D1",TRUE,"7/8/2020","15:20:36",995,2,"6037-5184a0b6-9b30-4652-8580-27680537f942",11,"52_03",4,"mturk","E1","E1","A1","parent","L","E1",TRUE,"7/8/2020","15:20:36",539,1,"6037-5184a0b6-9b30-4652-8580-27680537f942",11,"43_09",5,"mturk","F1","F1","C1","parent","L","F1",TRUE,"7/8/2020","15:20:36",176,1,"6037-5184a0b6-9b30-4652-8580-27680537f942",11,"52_08",6,"mturk","G1","E1","G1","child","R","G1",TRUE,"7/8/2020","15:20:36",1772,1,"6037-5184a0b6-9b30-4652-8580-27680537f942",11,"36_39",7,"mturk","H1","C1","H1","child","R","H1",TRUE,"7/8/2020","15:20:36",1896,2,"6037-5184a0b6-9b30-4652-8580-27680537f942",11,"73_08",8,"mturk","I1","I1","B1","child","L","I1",TRUE,"7/8/2020","15:20:36",368,1,"6037-5184a0b6-9b30-4652-8580-27680537f942",11,"18_34",9,"mturk","K1","K1","B1","parent","L","K1",TRUE,"7/8/2020","15:20:36",567,2,"6037-5184a0b6-9b30-4652-8580-27680537f942",11,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","15:20:36",1824,"check"
"12","9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"60_37",0,"mturk","A1","H1","A1","child","R","A1",TRUE,"7/8/2020","12:36:56",2354,2,"9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"11_38",1,"mturk","B1","B1","I1","parent","L","B1",TRUE,"7/8/2020","12:36:56",1248,2,"9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"21_40",2,"mturk","C1","C1","I1","parent","L","C1",TRUE,"7/8/2020","12:36:56",413,2,"9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"35_32",3,"mturk","D1","D1","H1","parent","L","D1",TRUE,"7/8/2020","12:36:56",785,1,"9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"13_09",4,"mturk","E1","H1","E1","parent","R","E1",TRUE,"7/8/2020","12:36:56",591,1,"9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"53_02",5,"mturk","F1","B1","F1","child","R","F1",TRUE,"7/8/2020","12:36:56",977,1,"9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"12_02",6,"mturk","G1","G1","C1","child","R","C1",FALSE,"7/8/2020","12:36:56",259,1,"9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"60_08",7,"mturk","H1","A1","H1","child","L","A1",FALSE,"7/8/2020","12:36:56",430,1,"9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"40_35",8,"mturk","I1","I1","E1","child","L","I1",TRUE,"7/8/2020","12:36:56",903,2,"9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"74_35",9,"mturk","K1","K1","B1","child","L","K1",TRUE,"7/8/2020","12:36:56",409,2,"9598-55970d4f-5af2-4860-b10e-bc88b43ccf0c",50,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:36:56",306,"check"
"13","2995-8421bfba-3d4d-4137-b7e2-09dade2ffe6d",115,"13_06",0,"mturk","A1","D1","A1","child","R","A1",TRUE,"7/8/2020","12:09:25",1193,1,"2995-8421bfba-3d4d-4137-b7e2-09dade2ffe6d",115,"71_10",1,"mturk","B1","B1","I1","child","L","B1",TRUE,"7/8/2020","12:09:25",1604,1,"2995-8421bfba-3d4d-4137-b7e2-09dade2ffe6d",115,"64_03",2,"mturk","C1","A1","C1","parent","R","C1",TRUE,"7/8/2020","12:09:25",2558,1,"2995-8421bfba-3d4d-4137-b7e2-09dade2ffe6d",115,"12_03",3,"mturk","D1","D1","E1","parent","L","D1",TRUE,"7/8/2020","12:09:25",2786,1,"2995-8421bfba-3d4d-4137-b7e2-09dade2ffe6d",115,"30_03",4,"mturk","E1","I1","E1","parent","R","E1",TRUE,"7/8/2020","12:09:25",1590,1,"2995-8421bfba-3d4d-4137-b7e2-09dade2ffe6d",115,"75_37",5,"mturk","G1","G1","C1","child","L","G1",TRUE,"7/8/2020","12:09:25",2435,2,"2995-8421bfba-3d4d-4137-b7e2-09dade2ffe6d",115,"05_35",6,"mturk","K1","K1","A1","child","L","K1",TRUE,"7/8/2020","12:09:25",1776,2,"2995-8421bfba-3d4d-4137-b7e2-09dade2ffe6d",115,"finalcheck",7,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","12:09:25",604,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"14","5578-5723764f-4994-448d-8a89-3cd62727f194",32,"68_02",0,"mturk","A1","A1","I1","child","R","I1",FALSE,"7/8/2020","13:36:38",8919,1,"5578-5723764f-4994-448d-8a89-3cd62727f194",32,"36_02",1,"mturk","B1","B1","I1","child","L","B1",TRUE,"7/8/2020","13:36:38",1451,1,"5578-5723764f-4994-448d-8a89-3cd62727f194",32,"27_06",2,"mturk","C1","I1","C1","child","R","C1",TRUE,"7/8/2020","13:36:38",840,1,"5578-5723764f-4994-448d-8a89-3cd62727f194",32,"45_35",3,"mturk","D1","E1","D1","child","R","D1",TRUE,"7/8/2020","13:36:38",571,2,"5578-5723764f-4994-448d-8a89-3cd62727f194",32,"05_31",4,"mturk","E1","E1","I1","child","R","I1",FALSE,"7/8/2020","13:36:38",3246,2,"5578-5723764f-4994-448d-8a89-3cd62727f194",32,"51_36",5,"mturk","F1","F1","C1","parent","L","F1",TRUE,"7/8/2020","13:36:38",1076,2,"5578-5723764f-4994-448d-8a89-3cd62727f194",32,"65_32",6,"mturk","G1","K1","G1","parent","R","G1",TRUE,"7/8/2020","13:36:38",1728,2,"5578-5723764f-4994-448d-8a89-3cd62727f194",32,"67_32",7,"mturk","H1","D1","H1","parent","R","H1",TRUE,"7/8/2020","13:36:38",2750,2,"5578-5723764f-4994-448d-8a89-3cd62727f194",32,"14_09",8,"mturk","I1","I1","A1","parent","L","I1",TRUE,"7/8/2020","13:36:38",875,1,"5578-5723764f-4994-448d-8a89-3cd62727f194",32,"53_32",9,"mturk","K1","K1","F1","parent","L","K1",TRUE,"7/8/2020","13:36:38",891,1,"5578-5723764f-4994-448d-8a89-3cd62727f194",32,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:36:38",1405,"check"
"15","2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"55_05",0,"mturk","A1","A1","D1","parent","R","D1",FALSE,"7/8/2020","13:38:38",542,1,"2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"70_03",1,"mturk","B1","B1","D1","parent","R","D1",FALSE,"7/8/2020","13:38:38",2636,1,"2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"57_03",2,"mturk","C1","E1","C1","parent","L","E1",FALSE,"7/8/2020","13:38:38",867,1,"2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"16_02",3,"mturk","D1","K1","D1","child","R","D1",TRUE,"7/8/2020","13:38:38",1798,1,"2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"61_35",4,"mturk","E1","E1","B1","child","L","E1",TRUE,"7/8/2020","13:38:38",1500,1,"2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"72_31",5,"mturk","F1","F1","B1","child","R","B1",FALSE,"7/8/2020","13:38:38",1919,2,"2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"42_37",6,"mturk","G1","E1","G1","child","L","E1",FALSE,"7/8/2020","13:38:38",536,2,"2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"54_39",7,"mturk","H1","C1","H1","child","R","H1",TRUE,"7/8/2020","13:38:38",346,2,"2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"56_34",8,"mturk","I1","B1","I1","parent","R","I1",TRUE,"7/8/2020","13:38:38",3284,2,"2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"49_36",9,"mturk","K1","D1","K1","parent","L","D1",FALSE,"7/8/2020","13:38:38",257,2,"2566-d6003290-fdf0-472e-8f33-1a39d308a135",87,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:38:38",354,"check"
"16","6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"75_07",0,"mturk","A1","K1","A1","parent","R","A1",TRUE,"7/8/2020","10:39:13",594,1,"6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"14_04",1,"mturk","B1","B1","D1","child","L","B1",TRUE,"7/8/2020","10:39:13",673,1,"6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"51_02",2,"mturk","C1","I1","C1","child","R","C1",TRUE,"7/8/2020","10:39:13",278,1,"6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"56_02",3,"mturk","D1","D1","K1","child","L","D1",TRUE,"7/8/2020","10:39:13",2075,1,"6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"42_10",4,"mturk","E1","E1","H1","child","L","E1",TRUE,"7/8/2020","10:39:13",2562,1,"6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"12_37",5,"mturk","F1","F1","G1","child","L","F1",TRUE,"7/8/2020","10:39:13",287,2,"6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"45_33",6,"mturk","G1","D1","G1","child","R","G1",TRUE,"7/8/2020","10:39:13",3016,2,"6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"32_35",7,"mturk","H1","E1","H1","child","R","H1",TRUE,"7/8/2020","10:39:13",1196,2,"6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"48_36",8,"mturk","I1","C1","I1","parent","R","I1",TRUE,"7/8/2020","10:39:13",1230,2,"6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"32_36",9,"mturk","K1","A1","K1","parent","R","K1",TRUE,"7/8/2020","10:39:13",274,2,"6424-1448b45e-d114-4237-9d8a-52f0aa1591e5",95,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","10:39:13",233,"check"
"17","6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"33_09",0,"mturk","A1","K1","A1","parent","R","A1",TRUE,"7/8/2020","14:42:22",1653,1,"6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"28_01",1,"mturk","B1","D1","B1","parent","R","B1",TRUE,"7/8/2020","14:42:22",2490,1,"6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"68_01",2,"mturk","C1","A1","C1","parent","R","C1",TRUE,"7/8/2020","14:42:22",3468,1,"6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"18_06",3,"mturk","D1","F1","D1","child","L","F1",FALSE,"7/8/2020","14:42:22",622,1,"6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"40_04",4,"mturk","E1","E1","H1","child","L","E1",TRUE,"7/8/2020","14:42:22",114,1,"6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"39_35",5,"mturk","F1","G1","F1","child","R","F1",TRUE,"7/8/2020","14:42:22",320,2,"6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"36_31",6,"mturk","G1","G1","D1","child","L","G1",TRUE,"7/8/2020","14:42:22",579,2,"6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"47_31",7,"mturk","H1","H1","D1","child","L","H1",TRUE,"7/8/2020","14:42:22",631,2,"6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"18_38",8,"mturk","I1","E1","I1","parent","R","I1",TRUE,"7/8/2020","14:42:22",1,2,"6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"16_40",9,"mturk","K1","B1","K1","parent","R","K1",TRUE,"7/8/2020","14:42:22",1096,2,"6692-739e0f62-4ebc-40d0-92fa-023d5b54ef92",91,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:42:22",1256,"check"
"18","8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"15_02",0,"mturk","A1","I1","A1","child","L","I1",FALSE,"7/8/2020","13:36:40",1170,1,"8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"57_10",1,"mturk","B1","C1","B1","child","R","B1",TRUE,"7/8/2020","13:36:40",848,1,"8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"46_08",2,"mturk","C1","H1","C1","child","R","C1",TRUE,"7/8/2020","13:36:40",784,1,"8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"30_35",3,"mturk","D1","K1","D1","child","R","D1",TRUE,"7/8/2020","13:36:40",978,2,"8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"30_33",4,"mturk","E1","E1","H1","child","L","E1",TRUE,"7/8/2020","13:36:40",962,2,"8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"10_36",5,"mturk","F1","F1","C1","parent","L","F1",TRUE,"7/8/2020","13:36:40",1493,2,"8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"17_38",6,"mturk","G1","E1","G1","parent","R","G1",TRUE,"7/8/2020","13:36:40",1003,2,"8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"39_32",7,"mturk","H1","D1","H1","parent","R","H1",TRUE,"7/8/2020","13:36:40",624,2,"8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"53_01",8,"mturk","I1","A1","I1","parent","R","I1",TRUE,"7/8/2020","13:36:40",794,1,"8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"17_09",9,"mturk","K1","B1","K1","parent","R","K1",TRUE,"7/8/2020","13:36:40",266,1,"8167-9961c860-4d18-44c3-8a2e-cfa66c0b4271",28,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:36:40",576,"check"
"19","4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"20_05",0,"mturk","A1","A1","H1","parent","L","A1",TRUE,"7/8/2020","13:43:20",442,1,"4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"48_08",1,"mturk","B1","B1","I1","child","R","I1",FALSE,"7/8/2020","13:43:20",867,1,"4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"10_04",2,"mturk","C1","C1","A1","child","L","C1",TRUE,"7/8/2020","13:43:20",505,1,"4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"61_31",3,"mturk","D1","E1","D1","child","R","D1",TRUE,"7/8/2020","13:43:20",468,2,"4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"67_06",4,"mturk","E1","E1","H1","child","L","E1",TRUE,"7/8/2020","13:43:20",227,1,"4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"20_34",5,"mturk","F1","F1","G1","parent","L","F1",TRUE,"7/8/2020","13:43:20",1013,2,"4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"12_40",6,"mturk","G1","E1","G1","parent","R","G1",TRUE,"7/8/2020","13:43:20",670,2,"4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"73_40",7,"mturk","H1","E1","H1","parent","R","H1",TRUE,"7/8/2020","13:43:20",432,2,"4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"28_32",8,"mturk","I1","C1","I1","parent","R","I1",TRUE,"7/8/2020","13:43:20",505,2,"4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"20_07",9,"mturk","K1","K1","A1","parent","L","K1",TRUE,"7/8/2020","13:43:20",2686,1,"4233-ed24db11-c79b-4674-820d-39c1a85c2d11",20,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","13:43:20",644,"check"
"20","9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"30_10",0,"mturk","A1","H1","A1","child","R","A1",TRUE,"7/8/2020","10:38:00",3707,1,"9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"31_07",1,"mturk","B1","I1","B1","parent","R","B1",TRUE,"7/8/2020","10:38:00",7377,1,"9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"52_06",2,"mturk","C1","C1","A1","child","L","C1",TRUE,"7/8/2020","10:38:00",1907,1,"9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"49_31",3,"mturk","D1","D1","E1","child","R","E1",FALSE,"7/8/2020","10:38:00",2088,2,"9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"18_31",4,"mturk","E1","E1","H1","child","L","E1",TRUE,"7/8/2020","10:38:00",2808,2,"9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"26_35",5,"mturk","F1","C1","F1","child","R","F1",TRUE,"7/8/2020","10:38:00",1966,2,"9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"71_32",6,"mturk","G1","G1","D1","parent","L","G1",TRUE,"7/8/2020","10:38:00",2173,2,"9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"62_35",7,"mturk","H1","A1","H1","child","L","A1",FALSE,"7/8/2020","10:38:00",1608,2,"9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"31_40",8,"mturk","I1","E1","I1","parent","R","I1",TRUE,"7/8/2020","10:38:00",1476,1,"9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"56_07",9,"mturk","K1","D1","K1","parent","R","K1",TRUE,"7/8/2020","10:38:00",936,1,"9572-d36dcf7c-605f-43d1-8548-c4b980cccf0b",104,"finalcheck",10,"mturk","A1","A1","B1","check","R","B1",FALSE,"7/8/2020","10:38:00",753,"check"
"21","2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"21_34",0,"mturk","A1","K1","A1","parent","L","K1",FALSE,"7/8/2020","11:15:16",1531,2,"2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"54_32",1,"mturk","B1","C1","B1","parent","R","B1",TRUE,"7/8/2020","11:15:16",2365,2,"2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"73_32",2,"mturk","C1","C1","I1","parent","R","I1",FALSE,"7/8/2020","11:15:16",1779,2,"2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"31_36",3,"mturk","D1","D1","K1","parent","L","D1",TRUE,"7/8/2020","11:15:16",1157,2,"2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"48_34",4,"mturk","E1","E1","A1","parent","L","E1",TRUE,"7/8/2020","11:15:16",1535,2,"2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"30_09",5,"mturk","F1","C1","F1","parent","R","F1",TRUE,"7/8/2020","11:15:16",1973,1,"2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"54_01",6,"mturk","G1","G1","D1","parent","L","G1",TRUE,"7/8/2020","11:15:16",1346,1,"2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"12_01",7,"mturk","H1","A1","H1","parent","R","H1",TRUE,"7/8/2020","11:15:16",1594,1,"2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"75_10",8,"mturk","I1","I1","A1","child","L","I1",TRUE,"7/8/2020","11:15:16",3435,1,"2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"71_08",9,"mturk","K1","K1","F1","child","R","F1",FALSE,"7/8/2020","11:15:16",4536,1,"2411-3dcf4a4d-f13f-4f1b-9e1c-379b5120175c",25,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","11:15:16",3042,"check"
"22","8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"46_04",0,"mturk","A1","A1","H1","child","L","A1",TRUE,"7/8/2020","10:37:10",1105,1,"8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"42_05",1,"mturk","B1","B1","K1","parent","L","B1",TRUE,"7/8/2020","10:37:10",222,1,"8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"26_01",2,"mturk","C1","H1","C1","parent","R","C1",TRUE,"7/8/2020","10:37:10",1386,1,"8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"55_08",3,"mturk","D1","D1","K1","child","L","D1",TRUE,"7/8/2020","10:37:10",670,1,"8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"48_06",4,"mturk","E1","E1","B1","child","R","B1",FALSE,"7/8/2020","10:37:10",1690,1,"8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"71_37",5,"mturk","F1","B1","F1","child","R","F1",TRUE,"7/8/2020","10:37:10",787,2,"8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"73_39",6,"mturk","G1","K1","G1","child","L","K1",FALSE,"7/8/2020","10:37:10",1389,2,"8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"35_31",7,"mturk","H1","H1","A1","child","L","H1",TRUE,"7/8/2020","10:37:10",470,2,"8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"49_32",8,"mturk","I1","A1","I1","parent","R","I1",TRUE,"7/8/2020","10:37:10",1553,2,"8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"26_40",9,"mturk","K1","F1","K1","parent","R","K1",TRUE,"7/8/2020","10:37:10",516,2,"8257-6a75e337-beaa-44d5-89f4-34b3b8896e2e",51,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","10:37:10",872,"check"
"23","7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"10_10",0,"mturk","A1","H1","A1","child","R","A1",TRUE,"7/8/2020","14:18:49",446,1,"7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"04_06",1,"mturk","B1","C1","B1","child","R","B1",TRUE,"7/8/2020","14:18:49",1011,1,"7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"71_06",2,"mturk","C1","A1","C1","child","R","C1",TRUE,"7/8/2020","14:18:49",916,1,"7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"21_33",3,"mturk","D1","D1","E1","child","R","E1",FALSE,"7/8/2020","14:18:49",1100,2,"7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"71_39",4,"mturk","E1","I1","E1","child","R","E1",TRUE,"7/8/2020","14:18:49",4258,2,"7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"04_32",5,"mturk","F1","F1","G1","parent","L","F1",TRUE,"7/8/2020","14:18:49",939,2,"7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"60_32",6,"mturk","G1","C1","G1","parent","R","G1",TRUE,"7/8/2020","14:18:49",1388,2,"7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"34_34",7,"mturk","H1","H1","E1","parent","L","H1",TRUE,"7/8/2020","14:18:49",1683,2,"7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"35_05",8,"mturk","I1","C1","I1","parent","R","I1",TRUE,"7/8/2020","14:18:49",742,1,"7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"05_03",9,"mturk","K1","K1","D1","parent","L","K1",TRUE,"7/8/2020","14:18:49",1925,1,"7124-a990d1d5-04a3-4552-bb0f-df7d6128dbdb",44,"finalcheck",10,"mturk","A1","A1","B1","check","L","A1",TRUE,"7/8/2020","14:18:49",2908,"check"
